time_s,PV,SP,throttle
6.8999999999999915,40.0,85.0,0.0
6.999999999999991,40.0,85.0,0.0
7.099999999999991,40.0,85.0,0.0
7.19999999999999,40.0,85.0,0.0
7.29999999999999,40.0,85.0,0.0
7.39999999999999,40.0,85.0,0.0
7.499999999999989,40.0,85.0,0.0
7.599999999999989,40.0,85.0,0.0
7.699999999999989,40.0,85.0,0.0
7.799999999999988,40.0,85.0,0.0
7.899999999999988,40.0,85.0,0.0
7.999999999999988,40.0,85.0,0.0
8.099999999999987,40.0,85.0,0.0
8.199999999999987,40.0,85.0,0.0
8.299999999999986,40.0,85.0,0.0
8.399999999999986,40.0,85.0,0.0
8.499999999999986,40.0,85.0,0.0
8.599999999999985,40.0,85.0,0.0
8.699999999999985,40.0,85.0,0.0
8.799999999999985,40.0,85.0,0.0
8.899999999999984,40.0,85.0,0.0
8.999999999999984,40.0,85.0,0.0
9.099999999999984,40.0,85.0,0.0
9.199999999999983,40.0,85.0,0.0
9.299999999999983,40.0,85.0,0.0
9.399999999999983,40.0,85.0,0.0
9.499999999999982,40.0,85.0,0.0
9.599999999999982,40.0,85.0,0.0
9.699999999999982,40.0,85.0,0.0
9.799999999999981,40.0,85.0,0.0
9.89999999999998,40.0,85.0,0.0
9.99999999999998,40.0,85.0,0.0
10.09999999999998,39.99,85.0,0.0
10.19999999999998,39.9801,85.0,0.0
10.29999999999998,39.970299,85.0,0.0
10.399999999999979,39.960596009999996,85.0,0.0
10.499999999999979,39.9509900499,85.0,0.0
10.599999999999978,39.941480149401,85.0,0.0
10.699999999999978,39.93206534790699,85.0,0.0
10.799999999999978,39.92274469442792,85.0,0.0
10.899999999999977,39.91351724748364,85.0,0.0
10.999999999999977,39.904382075008805,85.0,0.0
11.099999999999977,39.89533825425872,85.0,0.0
11.199999999999976,39.88638487171613,85.0,0.0
11.299999999999976,39.87752102299897,85.0,0.0
11.399999999999975,39.86874581276898,85.0,0.0
11.499999999999975,39.86005835464129,85.0,0.0
11.599999999999975,39.85145777109488,85.0,0.0
11.699999999999974,39.84294319338393,85.0,0.0
11.799999999999974,39.83451376145009,85.0,0.0
11.899999999999974,39.82616862383559,85.0,0.0
11.999999999999973,39.817906937597236,85.0,0.0
12.099999999999973,39.809727868221266,85.0,0.0
12.199999999999973,39.80163058953905,85.0,0.0
12.299999999999972,39.79361428364366,85.0,0.0
12.399999999999972,39.78567814080723,85.0,0.0
12.499999999999972,39.777821359399155,85.0,0.0
12.599999999999971,39.77004314580516,85.0,0.0
12.69999999999997,39.762342714347106,85.0,0.0
12.79999999999997,39.754719287203635,85.0,0.0
12.89999999999997,39.747172094331596,85.0,0.0
12.99999999999997,39.73970037338828,85.0,0.0
13.09999999999997,39.732303369654396,85.0,0.0
13.199999999999969,39.72498033595785,85.0,0.0
13.299999999999969,39.717730532598274,85.0,0.0
13.399999999999968,39.71055322727229,85.0,0.0
13.499999999999968,39.70344769499957,85.0,0.0
13.599999999999968,39.69641321804957,85.0,0.0
13.699999999999967,39.68944908586908,85.0,0.0
13.799999999999967,39.68255459501039,85.0,0.0
13.899999999999967,39.67572904906028,85.0,0.0
13.999999999999966,39.668971758569676,85.0,0.0
14.099999999999966,39.66228204098398,85.0,0.0
14.199999999999966,39.655659220574144,85.0,0.0
14.299999999999965,39.649102628368404,85.0,0.0
14.399999999999965,39.64261160208472,85.0,0.0
14.499999999999964,39.63618548606387,85.0,0.0
14.599999999999964,39.62982363120324,85.0,0.0
14.699999999999964,39.6235253948912,85.0,0.0
14.799999999999963,39.61729014094229,85.0,0.0
14.899999999999963,39.61111723953287,85.0,0.0
14.999999999999963,39.60500606713754,85.0,0.0
15.099999999999962,39.608956006466165,85.0,0.0
15.199999999999962,39.612866446401505,85.0,0.0
15.299999999999962,39.61673778193749,85.0,0.0
15.399999999999961,39.62057040411811,85.0,0.0
15.499999999999961,39.62436470007693,85.0,0.0
15.59999999999996,39.628121053076164,85.0,0.0
15.69999999999996,39.6318398425454,85.0,0.0
15.79999999999996,39.63552144411995,85.0,0.0
15.89999999999996,39.63916622967875,85.0,0.0
15.99999999999996,39.64277456738196,85.0,0.0
16.09999999999996,39.64634682170814,85.0,0.0
16.19999999999996,39.64988335349106,85.0,0.0
16.29999999999996,39.653384519956155,85.0,0.0
16.399999999999963,39.65685067475659,85.0,0.0
16.499999999999964,39.660282168009026,85.0,0.0
16.599999999999966,39.663679346328934,85.0,0.0
16.699999999999967,39.667042552865645,85.0,0.0
16.79999999999997,39.67037212733699,85.0,0.0
16.89999999999997,39.67366840606362,85.0,0.0
16.99999999999997,39.67693172200298,85.0,0.0
17.099999999999973,39.680162404782955,85.0,0.0
17.199999999999974,39.68336078073513,85.0,0.0
17.299999999999976,39.686527172927775,85.0,0.0
17.399999999999977,39.6896619011985,85.0,0.0
17.49999999999998,39.692765282186514,85.0,0.0
17.59999999999998,39.69583762936465,85.0,0.0
17.69999999999998,39.698879253071,85.0,0.0
17.799999999999983,39.70189046054029,85.0,0.0
17.899999999999984,39.704871555934886,85.0,0.0
17.999999999999986,39.707822840375535,85.0,0.0
18.099999999999987,39.710744611971776,85.0,0.0
18.19999999999999,39.713637165852056,85.0,0.0
18.29999999999999,39.716500794193536,85.0,0.0
18.39999999999999,39.7193357862516,85.0,0.0
18.499999999999993,39.722142428389084,85.0,0.0
18.599999999999994,39.72492100410519,85.0,0.0
18.699999999999996,39.727671794064136,85.0,0.0
18.799999999999997,39.73039507612349,85.0,0.0
18.9,39.73309112536226,85.0,0.0
19.0,39.73576021410864,85.0,0.0
19.1,39.73840261196755,85.0,0.0
19.200000000000003,39.741018585847875,85.0,0.0
19.300000000000004,39.7436083999894,85.0,0.0
19.400000000000006,39.746172315989504,85.0,0.0
19.500000000000007,39.74871059282961,85.0,0.0
19.60000000000001,39.75122348690132,85.0,0.0
19.70000000000001,39.7537112520323,85.0,0.0
19.80000000000001,39.756174139511984,85.0,0.0
19.900000000000013,39.75861239811687,85.0,0.0
20.000000000000014,39.7660262741357,85.0,0.0
20.100000000000016,39.77336601139434,85.0,0.0
20.200000000000017,39.780632351280396,85.0,0.0
20.30000000000002,39.78782602776759,85.0,0.0
20.40000000000002,39.794947767489916,85.0,0.0
20.50000000000002,39.80199828981502,85.0,0.0
20.600000000000023,39.80897830691687,85.0,0.0
20.700000000000024,39.815888523847704,85.0,0.0
20.800000000000026,39.822729638609225,85.0,0.0
20.900000000000027,39.82950234222313,85.0,0.0
21.00000000000003,39.836207318800895,85.0,0.0
21.10000000000003,39.842845245612885,85.0,0.0
21.20000000000003,39.849416793156756,85.0,0.0
21.300000000000033,39.85592262522519,85.0,0.0
21.400000000000034,39.86236339897294,85.0,0.0
21.500000000000036,39.86873976498321,85.0,0.0
21.600000000000037,39.87505236733338,85.0,0.0
21.70000000000004,39.88130184366005,85.0,0.0
21.80000000000004,39.88748882522345,85.0,0.0
21.90000000000004,39.893613936971214,85.0,0.0
22.000000000000043,39.8996777976015,85.0,0.0
22.100000000000044,39.90568101962548,85.0,0.0
22.200000000000045,39.91162420942923,85.0,0.0
22.300000000000047,39.917507967334934,85.0,0.0
22.40000000000005,39.92333288766159,85.0,0.0
22.50000000000005,39.92909955878497,85.0,0.0
22.60000000000005,39.93480856319712,85.0,0.0
22.700000000000053,39.94046047756515,85.0,0.0
22.800000000000054,39.9460558727895,85.0,0.0
22.900000000000055,39.951595314061606,85.0,0.0
23.000000000000057,39.95707936092099,85.0,0.0
23.10000000000006,39.96250856731178,85.0,0.0
23.20000000000006,39.96788348163866,85.0,0.0
23.30000000000006,39.973204646822275,85.0,0.0
23.400000000000063,39.97847260035405,85.0,0.0
23.500000000000064,39.983687874350515,85.0,0.0
23.600000000000065,39.98885099560701,85.0,0.0
23.700000000000067,39.99396248565094,85.0,0.0
23.800000000000068,39.99902286079443,85.0,0.0
23.90000000000007,40.00403263218649,85.0,0.0
24.00000000000007,40.00899230586462,85.0,0.0
24.100000000000072,40.01390238280598,85.0,0.0
24.200000000000074,40.01876335897792,85.0,0.0
24.300000000000075,40.02357572538814,85.0,0.0
24.400000000000077,40.02833996813426,85.0,0.0
24.500000000000078,40.03305656845292,85.0,0.0
24.60000000000008,40.037726002768395,85.0,0.0
24.70000000000008,40.042348742740714,85.0,0.0
24.800000000000082,40.046925255313305,85.0,0.0
24.900000000000084,40.05145600276017,85.0,0.0
25.000000000000085,40.050941442732565,85.0,0.0
25.100000000000087,40.05043202830524,85.0,0.0
25.200000000000088,40.04992770802219,85.0,0.0
25.30000000000009,40.049428430941965,85.0,0.0
25.40000000000009,40.04893414663255,85.0,0.0
25.500000000000092,40.04844480516622,85.0,0.0
25.600000000000094,40.047960357114555,85.0,0.0
25.700000000000095,40.04748075354341,85.0,0.0
25.800000000000097,40.04700594600798,85.0,0.0
25.900000000000098,40.0465358865479,85.0,0.0
26.0000000000001,40.046070527682424,85.0,0.0
26.1000000000001,40.0456098224056,85.0,0.0
26.200000000000102,40.045153724181546,85.0,0.0
26.300000000000104,40.04470218693973,85.0,0.0
26.400000000000105,40.04425516507033,85.0,0.0
26.500000000000107,40.04381261341963,85.0,0.0
26.600000000000108,40.04337448728543,85.0,0.0
26.70000000000011,40.042940742412576,85.0,0.0
26.80000000000011,40.04251133498845,85.0,0.0
26.900000000000112,40.04208622163856,85.0,0.0
27.000000000000114,40.041665359422176,85.0,0.0
27.100000000000115,40.041248705827954,85.0,0.0
27.200000000000117,40.04083621876968,85.0,0.0
27.300000000000118,40.04042785658198,85.0,0.0
27.40000000000012,40.04002357801616,85.0,0.0
27.50000000000012,40.039623342236,85.0,0.0
27.600000000000122,40.03922710881364,85.0,0.0
27.700000000000124,40.0388348377255,85.0,0.0
27.800000000000125,40.038446489348246,85.0,0.0
27.900000000000126,40.03806202445476,85.0,0.0
28.000000000000128,40.03768140421021,85.0,0.0
28.10000000000013,40.03730459016811,85.0,0.0
28.20000000000013,40.03693154426643,85.0,0.0
28.300000000000132,40.03656222882377,85.0,0.0
28.400000000000134,40.03619660653553,85.0,0.0
28.500000000000135,40.03583464047018,85.0,0.0
28.600000000000136,40.035476294065475,85.0,0.0
28.700000000000138,40.03512153112482,85.0,0.0
28.80000000000014,40.034770315813574,85.0,0.0
28.90000000000014,40.03442261265544,85.0,0.0
29.000000000000142,40.03407838652888,85.0,0.0
29.100000000000144,40.03373760266359,85.0,0.0
29.200000000000145,40.03340022663696,85.0,0.0
29.300000000000146,40.033066224370586,85.0,0.0
29.400000000000148,40.03273556212688,85.0,0.0
29.50000000000015,40.032408206505615,85.0,0.0
29.60000000000015,40.03208412444056,85.0,0.0
29.700000000000152,40.031763283196156,85.0,0.0
29.800000000000153,40.0314456503642,85.0,0.0
29.900000000000155,40.03113119386055,85.0,0.0
30.000000000000156,40.03081988192195,85.0,0.0
30.100000000000158,40.03051168310273,85.0,0.0
30.20000000000016,40.0302065662717,85.0,0.0
30.30000000000016,40.029904500608986,85.0,0.0
30.400000000000162,40.0296054556029,85.0,0.0
30.500000000000163,40.029309401046866,85.0,0.0
30.600000000000165,40.0290163070364,85.0,0.0
30.700000000000166,40.02872614396604,85.0,0.0
30.800000000000168,40.02843888252638,85.0,0.0
30.90000000000017,40.028154493701116,85.0,0.0
31.00000000000017,40.027872948764106,85.0,0.0
31.100000000000172,40.027594219276466,85.0,0.0
31.200000000000173,40.0273182770837,85.0,0.0
31.300000000000175,40.02704509431286,85.0,0.0
31.400000000000176,40.026774643369734,85.0,0.0
31.500000000000178,40.026506896936034,85.0,0.0
31.60000000000018,40.02624182796667,85.0,0.0
31.70000000000018,40.025979409687004,85.0,0.0
31.800000000000182,40.025719615590134,85.0,0.0
31.900000000000183,40.025462419434234,85.0,0.0
32.000000000000185,40.02520779523989,85.0,0.0
32.100000000000186,40.0249557172875,85.0,0.0
32.20000000000019,40.024706160114626,85.0,0.0
32.30000000000019,40.02445909851348,85.0,0.0
32.40000000000019,40.02421450752835,85.0,0.0
32.50000000000019,40.023972362453065,85.0,0.0
32.60000000000019,40.023732638828534,85.0,0.0
32.700000000000195,40.02349531244025,85.0,0.0
32.800000000000196,40.02326035931584,85.0,0.0
32.9000000000002,40.02302775572268,85.0,0.0
33.0000000000002,40.02279747816545,85.0,0.0
33.1000000000002,40.0225695033838,85.0,0.0
33.2000000000002,40.02234380834996,85.0,0.0
33.3000000000002,40.02212037026646,85.0,0.0
33.400000000000205,40.02189916656379,85.0,0.0
33.500000000000206,40.02168017489815,85.0,0.0
33.60000000000021,40.02146337314917,85.0,0.0
33.70000000000021,40.02124873941768,85.0,0.0
33.80000000000021,40.0210362520235,85.0,0.0
33.90000000000021,40.020825889503264,85.0,0.0
34.00000000000021,40.02061763060823,85.0,0.0
34.100000000000215,40.02041145430215,85.0,0.0
34.200000000000216,40.020207339759125,85.0,0.0
34.30000000000022,40.02000526636154,85.0,0.0
34.40000000000022,40.01980521369792,85.0,0.0
34.50000000000022,40.01960716156094,85.0,0.0
34.60000000000022,40.01941108994533,85.0,0.0
34.70000000000022,40.01921697904588,85.0,0.0
34.800000000000225,40.01902480925542,85.0,0.0
34.900000000000226,40.01883456116287,85.0,0.0
35.00000000000023,40.01864621555124,85.0,0.0
35.10000000000023,40.01845975339573,85.0,0.0
35.20000000000023,40.01827515586177,85.0,0.0
35.30000000000023,40.018092404303154,85.0,0.0
35.40000000000023,40.017911480260125,85.0,0.0
35.500000000000234,40.017732365457526,85.0,0.0
35.600000000000236,40.01755504180295,85.0,0.0
35.70000000000024,40.01737949138492,85.0,0.0
35.80000000000024,40.01720569647107,85.0,0.0
35.90000000000024,40.017033639506366,85.0,0.0
36.00000000000024,40.0168633031113,85.0,0.0
36.10000000000024,40.016694670080184,85.0,0.0
36.200000000000244,40.01652772337938,85.0,0.0
36.300000000000246,40.01636244614559,85.0,0.0
36.40000000000025,40.016198821684135,85.0,0.0
36.50000000000025,40.0160368334673,85.0,0.0
36.60000000000025,40.01587646513262,85.0,0.0
36.70000000000025,40.0157177004813,85.0,0.0
36.80000000000025,40.01556052347648,85.0,0.0
36.900000000000254,40.015404918241714,85.0,0.0
37.000000000000256,40.015250869059294,85.0,0.0
37.10000000000026,40.015098360368704,85.0,0.0
37.20000000000026,40.014947376765015,85.0,0.0
37.30000000000026,40.014797902997365,85.0,0.0
37.40000000000026,40.01464992396739,85.0,0.0
37.50000000000026,40.014503424727714,85.0,0.0
37.600000000000264,40.01435839048044,85.0,0.0
37.700000000000266,40.01421480657564,85.0,0.0
37.80000000000027,40.01407265850988,85.0,0.0
37.90000000000027,40.01393193192478,85.0,0.0
38.00000000000027,40.013792612605535,85.0,0.0
38.10000000000027,40.01365468647948,85.0,0.0
38.20000000000027,40.01351813961468,85.0,0.0
38.300000000000274,40.013382958218536,85.0,0.0
38.400000000000276,40.01324912863635,85.0,0.0
38.50000000000028,40.01311663734999,85.0,0.0
38.60000000000028,40.01298547097649,85.0,0.0
38.70000000000028,40.01285561626673,85.0,0.0
38.80000000000028,40.01272706010406,85.0,0.0
38.90000000000028,40.01259978950302,85.0,0.0
39.000000000000284,40.01247379160799,85.0,0.0
39.100000000000286,40.012349053691906,85.0,0.0
39.20000000000029,40.012225563154985,85.0,0.0
39.30000000000029,40.01210330752343,85.0,0.0
39.40000000000029,40.0119822744482,85.0,0.0
39.50000000000029,40.01186245170372,85.0,0.0
39.60000000000029,40.011743827186685,85.0,0.0
39.700000000000294,40.01162638891482,85.0,0.0
39.800000000000296,40.01151012502567,85.0,0.0
39.9000000000003,40.011395023775414,85.0,0.0
40.0000000000003,40.01277129985862,85.0,0.0
40.1000000000003,40.013993202845825,85.0,0.0
40.2000000000003,40.01504879155117,85.0,0.0
40.3000000000003,40.01592778386951,85.0,0.0
40.400000000000304,40.0166216595385,85.0,0.0
40.500000000000306,40.017123745296814,85.0,0.0
40.60000000000031,40.01742928158734,85.0,0.0
40.70000000000031,40.01753547013912,85.0,0.0
40.80000000000031,40.01744150195243,85.0,0.0
40.90000000000031,40.0171485654075,85.0,0.0
41.00000000000031,40.01665983441582,85.0,0.0
41.100000000000314,40.01598043673239,85.0,0.0
41.200000000000315,40.01511740274563,85.0,0.0
41.30000000000032,40.014079595256476,85.0,0.0
41.40000000000032,40.01287762094841,85.0,0.0
41.50000000000032,40.011523724432976,85.0,0.0
41.60000000000032,40.01003166592937,85.0,0.0
41.70000000000032,40.00841658380038,85.0,0.0
41.800000000000324,40.00669484331812,85.0,0.0
41.900000000000325,40.00488387317066,85.0,0.0
42.00000000000033,40.003001991343126,85.0,0.0
42.10000000000033,40.001068222113,85.0,0.0
42.20000000000033,39.999102105988186,85.0,0.0
42.30000000000033,39.99712350448682,85.0,0.0
42.40000000000033,39.99515240170944,85.0,0.0
42.500000000000334,39.993208704686104,85.0,0.0
42.600000000000335,39.991312044493434,85.0,0.0
42.70000000000034,39.9894815801286,85.0,0.0
42.80000000000034,39.987735807099966,85.0,0.0
42.90000000000034,39.98609237264696,85.0,0.0
43.00000000000034,39.984567899435234,85.0,0.0
43.10000000000034,39.98317781948894,85.0,0.0
43.200000000000344,39.98193622001922,85.0,0.0
43.300000000000345,39.98085570268947,85.0,0.0
43.40000000000035,39.97994725772345,85.0,0.0
43.50000000000035,39.97922015411425,85.0,0.0
43.60000000000035,39.978681847030934,85.0,0.0
43.70000000000035,39.978337903348184,85.0,0.0
43.80000000000035,39.97819194604296,85.0,0.0
43.900000000000354,39.97824561801373,85.0,0.0
44.000000000000355,39.97849856568381,85.0,0.0
44.10000000000036,39.97894844255262,85.0,0.0
44.20000000000036,39.97959093265947,85.0,0.0
44.30000000000036,39.98041979372524,85.0,0.0
44.40000000000036,39.9814269195411,85.0,0.0
44.50000000000036,39.9826024209808,85.0,0.0
44.600000000000364,39.98393472482708,85.0,0.0
44.700000000000365,39.98541068942484,85.0,0.0
44.80000000000037,39.987015736005375,85.0,0.0
44.90000000000037,39.988733994369674,85.0,0.0
45.00000000000037,39.99054846147504,85.0,0.0
45.10000000000037,39.99244117134058,85.0,0.0
45.20000000000037,39.99439337457384,85.0,0.0
45.300000000000374,39.99638572572493,85.0,0.0
45.400000000000375,39.99839847659602,85.0,0.0
45.50000000000038,40.00041167357489,85.0,0.0
45.60000000000038,40.00240535702063,85.0,0.0
45.70000000000038,40.00435976070955,85.0,0.0
45.80000000000038,40.00625550934828,85.0,0.0
45.90000000000038,40.00807381218069,85.0,0.0
46.000000000000384,40.00979665075418,85.0,0.0
46.100000000000385,40.01140695896918,85.0,0.0
46.20000000000039,40.01288879361294,85.0,0.0
46.30000000000039,40.01422749367359,85.0,0.0
46.40000000000039,40.01540982684282,85.0,0.0
46.50000000000039,40.01642412174322,85.0,0.0
46.60000000000039,40.017260384559144,85.0,0.0
46.700000000000394,40.01791039890586,85.0,0.0
46.800000000000395,40.01836780793901,85.0,0.0
46.9000000000004,40.018628177884004,85.0,0.0
47.0000000000004,40.01868904235065,85.0,0.0
47.1000000000004,40.01854992699015,85.0,0.0
47.2000000000004,40.01821235424813,85.0,0.0
47.3000000000004,40.01767982816627,85.0,0.0
47.400000000000404,40.01695779938432,85.0,0.0
47.500000000000405,40.01605361069221,85.0,0.0
47.600000000000406,40.0149764236763,85.0,0.0
47.70000000000041,40.01373712719272,85.0,0.0
47.80000000000041,40.01234822858219,85.0,0.0
47.90000000000041,40.01082372871346,85.0,0.0
48.00000000000041,40.00917898210368,85.0,0.0
48.10000000000041,40.00743054351351,85.0,0.0
48.200000000000415,40.00559600254964,85.0,0.0
48.300000000000416,40.00369380792735,85.0,0.0
48.40000000000042,40.00174308314903,85.0,0.0
48.50000000000042,39.999763435440336,85.0,0.0
48.60000000000042,39.99777475985297,85.0,0.0
48.70000000000042,39.99579704049158,85.0,0.0
48.80000000000042,39.993850150850655,85.0,0.0
48.900000000000425,39.991953655256545,85.0,0.0
49.000000000000426,39.99012661339846,85.0,0.0
49.10000000000043,39.98838738990151,85.0,0.0
49.20000000000043,39.98675347084452,85.0,0.0
49.30000000000043,39.98524128905581,85.0,0.0
49.40000000000043,39.98386605993267,85.0,0.0
49.50000000000043,39.98264162942488,85.0,0.0
49.600000000000435,39.981580335701125,85.0,0.0
49.700000000000436,39.98069288588065,85.0,0.0
49.80000000000044,39.97998824906164,85.0,0.0
49.90000000000044,39.97947356671528,85.0,0.0
50.00000000000044,39.97915408134072,85.0,0.0
50.10000000000044,39.97903308409386,85.0,0.0
50.20000000000044,39.9791118819132,85.0,0.0
50.300000000000445,39.979389784471245,85.0,0.0
50.400000000000446,39.979864111081824,85.0,0.0
50.50000000000045,39.98053021749432,85.0,0.0
50.60000000000045,39.981381542307076,85.0,0.0
50.70000000000045,39.98240967253629,85.0,0.0
50.80000000000045,39.98360442768515,85.0,0.0
50.90000000000045,39.984953961473316,85.0,0.0
51.000000000000455,39.98644488021027,85.0,0.0
51.100000000000456,39.98806237662977,85.0,0.0
51.20000000000046,39.9897903778482,85.0,0.0
51.30000000000046,39.991611705968474,85.0,0.0
51.40000000000046,39.993508249724734,85.0,0.0
51.50000000000046,39.995461145452936,85.0,0.0
51.60000000000046,39.99745096557901,85.0,0.0
51.700000000000465,39.999457912741384,85.0,0.0
51.800000000000466,40.001462017608134,85.0,0.0
51.90000000000047,40.003443338412424,85.0,0.0
52.00000000000047,40.00538216021238,85.0,0.0
52.10000000000047,40.007259191884515,85.0,0.0
52.20000000000047,40.00905575888245,85.0,0.0
52.30000000000047,40.01075398983488,85.0,0.0
52.400000000000475,40.01233699511847,85.0,0.0
52.500000000000476,40.01378903562125,85.0,0.0
52.60000000000048,40.015095680010546,85.0,0.0
52.70000000000048,40.01624394893381,85.0,0.0
52.80000000000048,40.01722244471175,85.0,0.0
52.90000000000048,40.01802146522776,85.0,0.0
53.00000000000048,40.018633100875846,85.0,0.0
53.100000000000485,40.01905131359823,85.0,0.0
53.200000000000486,40.01927199722306,85.0,0.0
53.30000000000049,40.01929301849918,85.0,0.0
53.40000000000049,40.01911423841818,85.0,0.0
53.50000000000049,40.01873751361049,85.0,0.0
53.60000000000049,40.01816667780158,85.0,0.0
53.70000000000049,40.017407503513766,85.0,0.0
53.800000000000495,40.01646764439597,85.0,0.0
53.900000000000496,40.01535655875792,85.0,0.0
54.0000000000005,40.014085415072635,85.0,0.0
54.1000000000005,40.01266698039152,85.0,0.0
54.2000000000005,40.011115492786885,85.0,0.0
54.3000000000005,40.00944651909644,85.0,0.0
54.4000000000005,40.007676799391184,85.0,0.0
54.500000000000504,40.0058240797206,85.0,0.0
54.600000000000506,40.00390693480644,85.0,0.0
54.70000000000051,40.0019445824566,85.0,0.0
54.80000000000051,39.99995669155345,85.0,0.0
54.90000000000051,39.99796318553506,85.0,0.0
55.00000000000051,39.995984043332996,85.0,0.0
55.10000000000051,39.99403909975552,85.0,0.0
55.200000000000514,39.99214784731082,85.0,0.0
55.300000000000516,39.990329241450276,85.0,0.0
55.40000000000052,39.9886015111778,85.0,0.0
55.50000000000052,39.9869819769175,85.0,0.0
55.60000000000052,39.985486877459564,85.0,0.0
55.70000000000052,39.98413120771338,85.0,0.0
55.80000000000052,39.98292856888904,85.0,0.0
55.900000000000524,39.981891032604175,85.0,0.0
56.000000000000526,39.98102902027396,85.0,0.0
56.10000000000053,39.98035119898927,85.0,0.0
56.20000000000053,39.97986439492345,85.0,0.0
56.30000000000053,39.97957352513288,85.0,0.0
56.40000000000053,39.97948154843269,85.0,0.0
56.50000000000053,39.97958943583861,85.0,0.0
56.600000000000534,39.97989616087015,85.0,0.0
56.700000000000536,39.980398709812015,85.0,0.0
56.80000000000054,39.98109211183136,85.0,0.0
56.90000000000054,39.98196948864976,85.0,0.0
57.00000000000054,39.983022123273756,85.0,0.0
57.10000000000054,39.98423954709718,85.0,0.0
57.20000000000054,39.98560964450495,85.0,0.0
57.300000000000544,39.98711877393316,85.0,0.0
57.400000000000546,39.98875190417598,85.0,0.0
57.50000000000055,39.99049276457723,85.0,0.0
57.60000000000055,39.99232400760622,85.0,0.0
57.70000000000055,39.99422738219318,85.0,0.0
57.80000000000055,39.996183916092626,85.0,0.0
57.90000000000055,39.998174105452335,85.0,0.0
58.000000000000554,40.000178109693984,85.0,0.0
58.100000000000556,40.00217594975815,85.0,0.0
58.20000000000056,40.004147707732955,85.0,0.0
58.30000000000056,40.00607372587168,85.0,0.0
58.40000000000056,40.007934803010855,85.0,0.0
58.50000000000056,40.00971238642628,85.0,0.0
58.60000000000056,40.01138875721,85.0,0.0
58.700000000000564,40.01294720731606,85.0,0.0
58.800000000000566,40.01437220650595,85.0,0.0
58.90000000000057,40.01564955752582,85.0,0.0
59.00000000000057,40.01676653796484,85.0,0.0
59.10000000000057,40.01771202737744,85.0,0.0
59.20000000000057,40.01847661839917,85.0,0.0
59.30000000000057,40.01905271074595,85.0,0.0
59.400000000000574,40.019434587157605,85.0,0.0
59.500000000000576,40.01961847052673,85.0,0.0
59.60000000000058,40.0196025616422,85.0,0.0
59.70000000000058,40.01938705717016,85.0,0.0
59.80000000000058,40.018974147692745,85.0,0.0
59.90000000000058,40.01836799582437,85.0,0.0
60.00000000000058,40.017574694623924,85.0,0.0
